total_return,cagr,ann_vol,sharpe,max_drawdown,dd_duration_days,win_rate,trades,turnover,ann_factor
0.6904722452163696,0.17558676961149122,0.1349421431815459,1.1990563200087803,-0.1312662959098816,246,0.38461538461538464,13,27.0,365.25
