total_return,cagr,ann_vol,sharpe,max_drawdown,dd_duration_days,win_rate,trades,turnover,ann_factor
0.033298373222351074,0.8362706386215226,0.13811378885505285,4.403923589332796,-0.018573403358459473,6,0.0,1,3.0,365.25
