total_return,cagr,ann_vol,sharpe,max_drawdown,dd_duration_days,win_rate,trades,turnover,ann_factor
1.1822924613952637,0.12205606714652162,0.13131864356979533,0.8771102919834034,-0.1528080701828003,71,0.5454545454545454,33,67.0,365.25
