time,price,action,position,reward,equity_after
2022-08-08 00:00:00+00:00,395.8188781738281,1.0,1.0,-0.002160979202017188,0.9978390207290649
2022-08-09 00:00:00+00:00,394.2471008300781,1.0,1.0,-0.003970980644226074,0.9938766212916963
2022-08-10 00:00:00+00:00,402.5278625488281,0.0,0.0,-0.0010000000474974513,0.9928827446704046
2022-08-11 00:00:00+00:00,402.5278625488281,0.0,0.0,0.0,0.9928827446704046
2022-08-12 00:00:00+00:00,409.3422546386719,1.0,1.0,0.015929030254483223,1.00869840411216
2022-08-15 00:00:00+00:00,411.0290832519531,1.0,1.0,0.004120826721191406,1.0128550754494485
2022-08-16 00:00:00+00:00,411.83416748046875,1.0,1.0,0.0019587278366088867,1.014838982880182
2022-08-17 00:00:00+00:00,408.9109191894531,1.0,1.0,-0.007098138332366943,1.00763551539462
2022-08-18 00:00:00+00:00,410.0994567871094,0.0,0.0,-0.0010000000474974513,1.0066278798792254
2022-08-19 00:00:00+00:00,404.5884704589844,1.0,1.0,-0.014438165351748466,0.9920940202668483
2022-08-22 00:00:00+00:00,396.1639099121094,0.0,0.0,-0.0010000000474974513,0.9911019262465814
2022-08-23 00:00:00+00:00,395.2055358886719,1.0,1.0,-0.0034191140439361334,0.987713235663275
2022-08-24 00:00:00+00:00,396.4705810546875,0.0,0.0,-0.0010000000474974513,0.9867255224276117
2022-08-25 00:00:00+00:00,402.06781005859375,1.0,1.0,0.013117598369717598,0.9996689916937039
2022-08-26 00:00:00+00:00,388.4582214355469,1.0,1.0,-0.03384900093078613,0.9658311950633857
2022-08-29 00:00:00+00:00,385.8896179199219,1.0,1.0,-0.006612300872802734,0.9594448286092879
2022-08-30 00:00:00+00:00,381.6534729003906,0.0,0.0,-0.0010000000474974513,0.9584853837806786
2022-08-31 00:00:00+00:00,378.7493896484375,0.0,0.0,-0.0,0.9584853837806786
2022-09-01 00:00:00+00:00,379.9378356933594,0.0,0.0,0.0,0.9584853837806786
2022-09-02 00:00:00+00:00,375.931640625,0.0,0.0,-0.0,0.9584853837806786
2022-09-06 00:00:00+00:00,374.51318359375,1.0,1.0,-0.004773152992129326,0.9539103865602816
2022-09-07 00:00:00+00:00,381.2413330078125,0.0,0.0,-0.0010000000474974513,0.9529564761737214
2022-09-08 00:00:00+00:00,383.733154296875,1.0,1.0,0.005536125972867012,0.9582321634286803
2022-09-09 00:00:00+00:00,389.69464111328125,1.0,1.0,0.015535473823547363,0.9731187541205077
2022-09-12 00:00:00+00:00,393.88287353515625,1.0,1.0,0.010747432708740234,0.983577282448031
2022-09-13 00:00:00+00:00,376.7558898925781,1.0,1.0,-0.043482422828674316,0.9408089591679473
2022-09-14 00:00:00+00:00,378.19354248046875,1.0,1.0,0.003815889358520508,0.944398982063637
2022-09-15 00:00:00+00:00,373.8997802734375,0.0,0.0,-0.0010000000474974513,0.9434545830815734
2022-09-16 00:00:00+00:00,371.0473327636719,0.0,0.0,-0.0,0.9434545830815734
2022-09-19 00:00:00+00:00,373.9248046875,1.0,1.0,0.00675504095852375,0.9498276575874407
